"","censusdate","month","day","year","treatment","plot","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","ltag","note3"
"1",1978-01-08,1,8,1978,"exclosure",3,11,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"2",1978-01-08,1,8,1978,"exclosure",3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"3",1978-01-08,1,8,1978,"exclosure",3,54,"PF","M",NA,NA,"S",NA,NA,NA,NA,15,7,"0",NA,"0",NA
"4",1978-01-08,1,9,1978,"control",14,14,"OT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"5",1978-01-08,1,9,1978,"control",17,14,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,40,"4872",NA,"0",NA
"6",1978-01-08,1,9,1978,"control",17,16,"DM","F",NA,NA,NA,"S",NA,NA,NA,34,37,"4881",NA,"0",NA
"7",1978-01-08,1,9,1978,"control",17,26,"DS","F","Z",NA,NA,NA,NA,NA,NA,47,117,"4880",NA,"0",NA
"8",1978-01-08,1,9,1978,"control",11,31,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,40,"4883",NA,"0",NA
"9",1978-01-08,1,9,1978,"control",4,34,"DS","M","Z",NA,NA,NA,NA,NA,NA,49,132,"4864",NA,"0",NA
"10",1978-01-08,1,9,1978,"control",14,35,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"11",1978-01-08,1,9,1978,"control",11,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"12",1978-01-08,1,9,1978,"control",11,44,"DM","M","Z",NA,NA,NA,NA,NA,NA,38,44,"4389",NA,"0",NA
"13",1978-01-08,1,9,1978,"control",14,46,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,40,"4426",NA,"0",NA
"14",1978-01-08,1,9,1978,"control",4,52,"DS","F","Z",NA,NA,NA,NA,NA,NA,50,126,"4886",NA,"0",NA
"15",1978-01-08,1,9,1978,"control",11,52,"DS","F","Z",NA,NA,NA,NA,NA,NA,51,122,"4845",NA,"0",NA
"16",1978-01-08,1,9,1978,"control",14,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"17",1978-01-08,1,9,1978,"control",14,57,"DS","F","Z",NA,NA,NA,NA,NA,NA,48,116,"4540",NA,"0",NA
"18",1978-01-08,1,9,1978,"control",17,62,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,38,"4879",NA,"0",NA
"19",1978-01-08,1,9,1978,"control",11,67,"DM","F",NA,NA,NA,"S",NA,NA,NA,37,39,"4882",NA,"0",NA
"20",1978-01-08,1,9,1978,"control",14,72,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,46,"4876",NA,"0",NA
"21",1978-01-08,1,9,1978,"control",17,74,"DS","M",NA,NA,"S",NA,NA,NA,NA,50,133,"4873",NA,"0",NA
"22",1978-01-08,1,9,1978,"control",11,77,"DS","M",NA,NA,"S",NA,NA,NA,NA,53,136,"4388",NA,"0",NA
"23",1978-01-08,1,10,1978,"exclosure",21,24,"OT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"24",1978-01-08,1,10,1978,"exclosure",21,45,"OT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"25",1978-02-18,2,18,1978,"exclosure",3,12,"OT","M",NA,NA,NA,NA,NA,NA,NA,NA,24,"4639",NA,"0",NA
"26",1978-02-18,2,18,1978,"exclosure",3,54,"OT","F","Z",NA,NA,NA,NA,NA,NA,15,23,"0",NA,"0",NA
"27",1978-02-18,2,19,1978,"control",17,16,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,42,"4881",NA,"0",NA
"28",1978-02-18,2,19,1978,"control",4,21,"DS","F",NA,NA,NA,NA,NA,"R",NA,49,NA,"4886",NA,"0",NA
"29",1978-02-18,2,19,1978,"control",17,21,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,39,"4872",NA,"0",NA
"30",1978-02-18,2,19,1978,"exclosure",21,24,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,23,"4683",NA,"0",NA
"31",1978-02-18,2,19,1978,"control",4,26,"DS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"32",1978-02-18,2,19,1978,"control",4,37,"DS","F",NA,NA,NA,NA,NA,"R",NA,49,124,"4889",NA,"0",NA
"33",1978-02-18,2,19,1978,"control",11,43,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,44,"4689",NA,"0",NA
"34",1978-02-18,2,19,1978,"control",11,44,"DM","M",NA,NA,"S",NA,NA,NA,NA,38,48,"4389",NA,"0",NA
"35",1978-02-18,2,19,1978,"control",14,45,"DS","F","Z",NA,NA,NA,NA,NA,NA,47,NA,"4540",NA,"0",NA
"36",1978-02-18,2,19,1978,"control",14,46,"DM","F",NA,NA,NA,NA,NA,"R",NA,39,44,"4426",NA,"0",NA
"37",1978-02-18,2,19,1978,"control",4,54,"PF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"38",1978-02-18,2,19,1978,"control",17,55,"DS","F",NA,NA,NA,NA,NA,"R",NA,46,137,"4887",NA,"0",NA
"39",1978-02-18,2,19,1978,"exclosure",21,56,"OT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"40",1978-02-18,2,19,1978,"control",4,61,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,39,"4641",NA,"0",NA
"41",1978-02-18,2,19,1978,"control",17,62,"OL","F","Z",NA,NA,NA,NA,NA,NA,20,35,"4686",NA,"0",NA
"42",1978-02-18,2,19,1978,"control",17,63,"DM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"43",1978-02-18,2,19,1978,"control",11,65,"DM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"44",1978-02-18,2,19,1978,"control",14,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,"0",NA,"0",NA
"45",1978-02-18,2,20,1978,"exclosure",15,24,"DM","M","Z",NA,NA,NA,NA,NA,NA,38,49,"4893",NA,"0",NA
"46",1978-02-18,2,20,1978,"exclosure",15,42,"DM","M","Z",NA,NA,NA,NA,NA,NA,38,50,"0",NA,"0",NA
"47",1978-02-18,2,20,1978,"exclosure",15,44,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,40,"0",NA,"0",NA
"48",1978-02-18,2,20,1978,"removal",16,NA,"DM","F",NA,NA,NA,"S",NA,NA,NA,37,46,"0",NA,"0",NA
"49",1978-02-18,2,20,1978,"removal",16,NA,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,48,"0",NA,"0",NA
"50",1978-03-11,3,11,1978,"exclosure",3,23,NA,"M","Z",NA,NA,NA,NA,NA,NA,32,232,"4510",NA,"0",NA
"51",1978-03-11,3,11,1978,"exclosure",3,31,"OT","F","Z",NA,NA,NA,NA,NA,NA,21,22,"4518",NA,"0",NA
"52",1978-03-11,3,11,1978,"exclosure",3,73,"OT","M",NA,NA,"S",NA,NA,NA,NA,21,26,"4639",NA,"0",NA
"53",1978-03-11,3,11,1978,"exclosure",3,75,"PF","M",NA,NA,"S",NA,NA,NA,NA,15,8,"110",NA,"0",NA
"54",1978-03-11,3,12,1978,"control",4,16,"DS","M",NA,NA,"S",NA,NA,NA,NA,49,131,"4864",NA,"4513",NA
"55",1978-03-11,3,12,1978,"control",17,21,"DM","M","Z",NA,NA,NA,NA,NA,NA,NA,NA,"4872",NA,"0",NA
"56",1978-03-11,3,12,1978,"control",14,24,"DS","F",NA,NA,NA,"P",NA,NA,NA,NA,NA,"4540",NA,"4677",NA
"57",1978-03-11,3,12,1978,"exclosure",21,24,"OT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"58",1978-03-11,3,12,1978,"exclosure",21,31,"PF","F","Z",NA,NA,NA,NA,NA,NA,NA,NA,"-1",NA,"0",NA
"59",1978-03-11,3,12,1978,"control",4,32,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,43,"4641",NA,"0",NA
"60",1978-03-11,3,12,1978,"control",17,32,"DS","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4880",NA,"0",NA
"61",1978-03-11,3,12,1978,"control",4,33,"PF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8100",NA,"0",NA
"62",1978-03-11,3,12,1978,"control",4,42,"DS","F","Z",NA,NA,NA,NA,NA,NA,48,141,"4886",NA,"0",NA
"63",1978-03-11,3,12,1978,"control",11,43,"DS","M",NA,NA,"S",NA,NA,NA,NA,53,138,"4388",NA,"4680",NA
"64",1978-03-11,3,12,1978,"control",11,44,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,43,"4689",NA,"0",NA
"65",1978-03-11,3,12,1978,"control",4,45,"DS","F",NA,NA,NA,"P",NA,"E",NA,50,124,"4889",NA,"4514",NA
"66",1978-03-11,3,12,1978,"control",14,45,"DM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"67",1978-03-11,3,12,1978,"exclosure",21,45,"OT","M",NA,NA,"S",NA,NA,NA,NA,NA,NA,"4676",NA,"0",NA
"68",1978-03-11,3,12,1978,"control",11,46,"DM","F",NA,NA,NA,NA,NA,NA,NA,37,43,"4882",NA,"4681",NA
"69",1978-03-11,3,12,1978,"control",17,47,"RM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"70",1978-03-11,3,12,1978,"control",11,54,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,46,"4382",NA,"0",NA
"71",1978-03-11,3,12,1978,"control",14,54,"DM","F",NA,NA,NA,NA,"P",NA,NA,NA,NA,"4426",NA,"4675",NA
"72",1978-03-11,3,12,1978,"control",17,57,"OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1",NA,"0",NA
"73",1978-03-11,3,12,1978,"control",17,62,"DS","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4645",NA,"0",NA
"74",1978-03-11,3,12,1978,"control",11,73,"DS","F","Z",NA,NA,NA,NA,NA,NA,NA,NA,"4845",NA,"4678",NA
"75",1978-03-11,3,12,1978,"control",17,73,"OT","F",NA,"J",NA,NA,NA,NA,NA,NA,NA,"4646",NA,"0",NA
"76",1978-03-11,3,12,1978,"control",17,74,"DM","F","Z",NA,NA,NA,NA,NA,NA,NA,NA,"4879",NA,"4648",NA
"77",1978-03-11,3,13,1978,"exclosure",15,21,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,48,"0",NA,"0",NA
"78",1978-03-11,3,13,1978,"exclosure",15,26,"DM","F",NA,NA,NA,NA,"P",NA,NA,NA,44,"0",NA,"0",NA
"79",1978-03-11,3,13,1978,"exclosure",15,27,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,45,"0",NA,"0",NA
"80",1978-03-11,3,13,1978,"removal",16,61,"OL","F","Z",NA,NA,NA,NA,NA,NA,NA,30,"4686",NA,"0",NA
"81",1978-03-11,3,13,1978,"exclosure",15,63,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,48,"4378",NA,"0",NA
"82",1978-03-11,3,13,1978,"exclosure",15,NA,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,46,"0",NA,"0",NA
"83",1978-04-08,4,8,1978,"exclosure",3,41,NA,"F",NA,NA,NA,NA,NA,NA,"L",32,NA,"4661",NA,"0",NA
"84",1978-04-08,4,8,1978,"exclosure",21,41,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,NA,"4683",NA,"0",NA
"85",1978-04-08,4,9,1978,"control",11,15,"DS","M",NA,NA,"S",NA,NA,NA,NA,52,131,"4388",NA,"4680",NA
"86",1978-04-08,4,9,1978,"control",17,21,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,42,"4872",NA,"0",NA
"87",1978-04-08,4,9,1978,"control",17,37,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,42,"4881",NA,"0",NA
"88",1978-04-08,4,9,1978,"control",4,43,"DS","F","Z",NA,NA,NA,NA,NA,NA,49,121,"4886",NA,"0",NA
"89",1978-04-08,4,9,1978,"control",11,44,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,44,"4689",NA,"0",NA
"90",1978-04-08,4,9,1978,"control",17,46,"DO","F",NA,NA,NA,NA,"P",NA,NA,33,55,"4423",NA,"0",NA
"91",1978-04-08,4,9,1978,"control",4,47,"DS","M",NA,NA,"S",NA,NA,NA,NA,50,133,"4864",NA,"0",NA
"92",1978-04-08,4,9,1978,"control",17,51,"DS","M",NA,NA,"S",NA,NA,NA,NA,50,142,"4645",NA,"0",NA
"93",1978-04-08,4,9,1978,"control",11,53,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,46,"4882",NA,"0",NA
"94",1978-04-08,4,9,1978,"control",14,54,"DS","F",NA,NA,NA,NA,"P",NA,NA,46,142,"4540",NA,"4677",NA
"95",1978-04-08,4,9,1978,"control",4,61,"DS","F",NA,NA,NA,"S",NA,NA,NA,48,84,"4465",NA,"4438",NA
"96",1978-04-08,4,9,1978,"control",4,62,"DM","M","Z",NA,NA,NA,NA,NA,NA,34,42,"4641",NA,"0",NA
"97",1978-04-08,4,9,1978,"control",17,63,"DS","F",NA,NA,NA,NA,"P",NA,NA,47,142,"4880",NA,"0",NA
"98",1978-04-08,4,9,1978,"control",4,66,"DS","F","Z",NA,NA,NA,NA,NA,NA,47,118,"4889",NA,"0",NA
"99",1978-04-08,4,9,1978,"control",17,71,"DM","F",NA,NA,NA,NA,NA,"E",NA,35,43,"4879",NA,"0",NA
"100",1978-04-08,4,9,1978,"control",11,74,"DS","F",NA,NA,NA,NA,NA,"E",NA,51,132,"4845",NA,"4678",NA
"101",1978-04-08,4,9,1978,"control",11,75,"DS","F","Z",NA,NA,NA,NA,NA,NA,47,75,"4421",NA,"4422",NA
"102",1978-04-08,4,9,1978,"control",14,77,"DM","F","Z",NA,NA,NA,NA,NA,NA,NA,49,"4426",NA,"4675",NA
"103",1978-04-08,4,10,1978,"removal",16,55,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,41,"0",NA,"0",NA
"104",1978-04-08,4,10,1978,"removal",16,61,"OT","M",NA,"J",NA,NA,NA,NA,NA,20,18,"4461",NA,"0",NA
"105",1978-04-08,4,10,1978,"exclosure",15,63,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,47,"0",NA,"0",NA
"106",1978-05-17,5,17,1978,"exclosure",21,12,"OL","F",NA,NA,NA,NA,NA,NA,"L",19,29,"4485",NA,"0",NA
"107",1978-05-17,5,18,1978,"removal",16,12,"DM","M",NA,NA,"R",NA,NA,NA,NA,NA,48,"1449",NA,"0",NA
"108",1978-05-17,5,18,1978,"control",11,16,"DS","M",NA,NA,"S",NA,NA,NA,NA,52,118,"4388",NA,"4680",NA
"109",1978-05-17,5,18,1978,"control",17,17,"PM","F",NA,NA,NA,NA,"P",NA,NA,20,22,"1402",NA,"0",NA
"110",1978-05-17,5,18,1978,"control",11,22,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,42,"4689",NA,"1441",NA
"111",1978-05-17,5,18,1978,"exclosure",3,24,NA,"F",NA,NA,NA,NA,NA,NA,"L",NA,182,"4661",NA,"0",NA
"112",1978-05-17,5,18,1978,"control",11,26,"DM","F",NA,"J",NA,NA,NA,NA,NA,34,29,"1435",NA,"0",NA
"113",1978-05-17,5,18,1978,"control",17,26,"DM","M",NA,"J",NA,NA,NA,NA,NA,34,23,"1445",NA,"0",NA
"114",1978-05-17,5,18,1978,"control",17,32,"DS","M",NA,NA,"R",NA,NA,NA,NA,49,131,"4645",NA,"1444",NA
"115",1978-05-17,5,18,1978,"control",17,41,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,41,"4872",NA,"1446",NA
"116",1978-05-17,5,18,1978,"control",17,44,"DS","F",NA,NA,NA,NA,NA,"E",NA,50,115,"4880",NA,"1448",NA
"117",1978-05-17,5,18,1978,"control",14,45,"DS","F","Z",NA,NA,NA,NA,NA,NA,48,121,"4540",NA,"0",NA
"118",1978-05-17,5,18,1978,"control",17,46,"DM","F",NA,NA,NA,NA,NA,"E",NA,35,38,"4881",NA,"0",NA
"119",1978-05-17,5,18,1978,"control",4,47,"DS","M",NA,NA,"S",NA,NA,NA,NA,50,126,"4864",NA,"4513",NA
"120",1978-05-17,5,18,1978,"control",4,51,"DS","F",NA,NA,NA,NA,NA,"E",NA,50,120,"4886",NA,"0",NA
"121",1978-05-17,5,18,1978,"control",11,52,"PP","M",NA,NA,"S",NA,NA,NA,NA,21,15,"7000",NA,"0",NA
"122",1978-05-17,5,18,1978,"control",11,53,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,29,"1442",NA,"0",NA
"123",1978-05-17,5,18,1978,"exclosure",15,67,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,41,"4437",NA,"0",NA
"124",1978-05-17,5,18,1978,"control",4,71,"DS","F","Z",NA,NA,NA,NA,NA,NA,48,68,"1440",NA,"1439",NA
"125",1978-05-17,5,18,1978,"control",4,72,"DS","M","Z",NA,NA,NA,NA,NA,NA,NA,83,"1401",NA,"0",NA
"126",1978-05-17,5,18,1978,"control",14,73,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,NA,"4380",NA,"0",NA
"127",1978-05-17,5,18,1978,"control",11,75,"DS","F",NA,NA,NA,NA,"P",NA,NA,52,97,"4421",NA,"0",NA
"128",1978-05-17,5,18,1978,"control",17,75,"DM","M",NA,"J",NA,NA,NA,NA,NA,33,21,"4436",NA,"0",NA
"129",1978-05-17,5,18,1978,"control",11,76,"DM","M",NA,"J",NA,NA,NA,NA,NA,34,21,"1423",NA,"0",NA
"130",1978-05-17,5,18,1978,"control",14,77,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,44,"4426",NA,"0",NA
"131",1978-05-17,5,18,1978,"control",17,77,"DO","M",NA,"J",NA,NA,NA,NA,NA,33,18,"4435",NA,"0",NA
"132",1978-05-17,5,18,1978,"control",4,NA,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,40,"4641",NA,"0",NA
"133",1978-05-17,5,18,1978,"control",17,NA,"DM","F","Z",NA,NA,NA,NA,NA,NA,37,41,"4879",NA,"0",NA
"134",1978-06-08,6,8,1978,"control",11,15,"DS","M",NA,NA,"S",NA,NA,NA,NA,51,119,"4388",NA,"4680",NA
"135",1978-06-08,6,8,1978,"control",17,15,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,29,"1445",NA,"0",NA
"136",1978-06-08,6,8,1978,"control",11,24,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,43,"4882",NA,"0",NA
"137",1978-06-08,6,8,1978,"control",17,24,"DM","F","Z",NA,NA,NA,NA,NA,NA,33,43,"4881",NA,"0",NA
"138",1978-06-08,6,8,1978,"control",17,27,"OL","F",NA,NA,NA,NA,"P",NA,NA,21,29,"4485",NA,"0",NA
"139",1978-06-08,6,8,1978,"control",17,34,"DS","F",NA,NA,NA,NA,NA,"E",NA,49,123,"4880",NA,"0",NA
"140",1978-06-08,6,8,1978,"control",17,51,"DS","M","Z",NA,NA,NA,NA,NA,NA,50,133,"4645",NA,"0",NA
"141",1978-06-08,6,8,1978,"control",17,57,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,29,"4436",NA,"0",NA
"142",1978-06-08,6,8,1978,"exclosure",21,64,"PF","M",NA,NA,"S",NA,NA,NA,NA,15,8,"7010",NA,"0",NA
"143",1978-06-08,6,8,1978,"control",17,67,NA,"F","Z",NA,NA,NA,NA,NA,NA,32,135,"1497",NA,"0",NA
"144",1978-06-08,6,8,1978,"control",11,72,"DS","F","Z",NA,NA,NA,NA,NA,NA,49,98,"4421",NA,"0",NA
"145",1978-06-08,6,8,1978,"control",17,72,"DM","F",NA,NA,NA,NA,NA,"E",NA,35,43,"4879",NA,"0",NA
"146",1978-06-08,6,8,1978,"control",17,73,"DO","M",NA,"J",NA,NA,NA,NA,NA,34,23,"4435",NA,"0",NA
"147",1978-06-08,6,8,1978,"exclosure",21,75,"OT","M","Z",NA,NA,NA,NA,NA,NA,18,12,"1421",NA,"0",NA
"148",1978-06-08,6,8,1978,"control",11,76,"DM","M","Z",NA,NA,NA,NA,NA,NA,NA,26,"1423",NA,"0",NA
"149",1978-06-08,6,8,1978,"control",11,77,"PP","M",NA,NA,"S",NA,NA,NA,NA,21,15,"7000",NA,"0",NA
"150",1978-06-08,6,9,1978,"control",4,16,"DS","M",NA,NA,"S",NA,NA,NA,NA,50,122,"4864",NA,"4513",NA
"151",1978-06-08,6,9,1978,"control",14,21,"DM","M",NA,NA,"S",NA,NA,NA,NA,38,46,"4380",NA,"0",NA
"152",1978-06-08,6,9,1978,"control",14,26,"DS","F",NA,NA,NA,NA,NA,"E",NA,51,122,"4540",NA,"0",NA
"153",1978-06-08,6,9,1978,"exclosure",3,41,"OT","F",NA,NA,NA,NA,"P",NA,NA,20,29,"4634",NA,"0",NA
"154",1978-06-08,6,9,1978,"control",4,61,"DS","F","Z",NA,NA,NA,NA,NA,NA,49,119,"4886",NA,"0",NA
"155",1978-06-08,6,9,1978,"removal",16,65,"DM","M",NA,NA,"S",NA,NA,NA,NA,38,48,"1449",NA,"0",NA
"156",1978-06-08,6,9,1978,"control",4,71,"DS","F",NA,"J",NA,NA,NA,NA,NA,49,81,"1440",NA,"0",NA
"157",1978-06-08,6,9,1978,"control",4,72,"DS","M","Z",NA,NA,NA,NA,NA,NA,50,93,"1401",NA,"0",NA
"158",1978-06-08,6,9,1978,"control",14,73,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,28,"1486",NA,"0",NA
"159",1978-07-07,7,7,1978,"control",11,12,"PP","M",NA,NA,"S",NA,NA,NA,NA,22,16,"7000",NA,"0",NA
"160",1978-07-07,7,7,1978,"control",17,15,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,35,"1445",NA,"0",NA
"161",1978-07-07,7,7,1978,"control",11,25,"DS","M","Z",NA,NA,NA,NA,NA,NA,52,122,"4388",NA,"0",NA
"162",1978-07-07,7,7,1978,"control",11,27,"DM","F",NA,NA,NA,NA,NA,"E",NA,37,48,"4882",NA,"4681",NA
"163",1978-07-07,7,7,1978,"control",17,31,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,45,"4854",NA,"0",NA
"164",1978-07-07,7,7,1978,"control",17,35,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,47,"1450",NA,"1451",NA
"165",1978-07-07,7,7,1978,"control",17,45,"DM","F",NA,NA,NA,NA,NA,"E",NA,33,39,"4881",NA,"0",NA
"166",1978-07-07,7,7,1978,"control",17,52,"DS","M","Z",NA,NA,NA,NA,NA,NA,51,132,"4645",NA,"0",NA
"167",1978-07-07,7,7,1978,"control",17,54,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,45,"4879",NA,"0",NA
"168",1978-07-07,7,7,1978,"control",11,55,"DS","F","Z",NA,NA,NA,NA,NA,NA,51,96,"4421",NA,"0",NA
"169",1978-07-07,7,7,1978,"control",17,55,"DS","F","Z",NA,NA,NA,NA,NA,NA,48,120,"4880",NA,"1448",NA
"170",1978-07-07,7,7,1978,"exclosure",21,65,"PF","M",NA,NA,"S",NA,NA,NA,NA,16,8,"7010",NA,"0",NA
"171",1978-07-07,7,7,1978,"control",17,71,"OL","F",NA,NA,NA,NA,NA,"E",NA,20,29,"4686",NA,"0",NA
"172",1978-07-07,7,7,1978,"control",17,75,"DO","M","Z",NA,NA,NA,NA,NA,NA,35,33,"-1",NA,"0",NA
"173",1978-07-07,7,8,1978,"exclosure",15,11,"PP","F",NA,"J",NA,NA,NA,NA,NA,21,12,"110",NA,"0",NA
"174",1978-07-07,7,8,1978,"control",4,15,"DS","M",NA,NA,"S",NA,NA,NA,NA,50,130,"4864",NA,"4513",NA
"175",1978-07-07,7,8,1978,"exclosure",15,15,"PP","F",NA,"J",NA,NA,NA,NA,NA,23,10,"10",NA,"0",NA
"176",1978-07-07,7,8,1978,"control",14,17,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,39,"1476",NA,"0",NA
"177",1978-07-07,7,8,1978,"control",14,21,NA,"M","Z",NA,NA,NA,NA,NA,NA,33,113,"1461",NA,"0",NA
"178",1978-07-07,7,8,1978,"exclosure",3,23,NA,"F","Z",NA,NA,NA,NA,NA,NA,34,115,"1452",NA,"0",NA
"179",1978-07-07,7,8,1978,"control",4,26,"DM","F",NA,NA,NA,"P",NA,NA,NA,36,36,"1456",NA,"0",NA
"180",1978-07-07,7,8,1978,"control",14,31,"DS","F","Z",NA,NA,NA,NA,NA,NA,51,120,"4540",NA,"4677",NA
"181",1978-07-07,7,8,1978,"exclosure",3,32,NA,"M",NA,NA,"S",NA,NA,NA,NA,34,190,"4699",NA,"0",NA
"182",1978-07-07,7,8,1978,"control",14,32,"PP","M","Z",NA,NA,NA,NA,NA,NA,23,10,"8000",NA,"0",NA
"183",1978-07-07,7,8,1978,"removal",16,33,"DM","M",NA,NA,"S",NA,NA,NA,NA,38,48,"1449",NA,"1462",NA
"184",1978-07-07,7,8,1978,"removal",16,57,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,46,"1419",NA,"0",NA
"185",1978-07-07,7,8,1978,"control",4,61,"DS","F","Z",NA,NA,NA,NA,NA,NA,49,81,"1440",NA,"0",NA
"186",1978-07-07,7,8,1978,"control",4,66,"DS","F","Z",NA,NA,NA,NA,NA,NA,49,80,"1455",NA,"1454",NA
"187",1978-07-07,7,8,1978,"control",14,71,"DM","F",NA,NA,NA,NA,NA,"E",NA,38,47,"4426",NA,"0",NA
"188",1978-07-07,7,8,1978,"control",4,72,"DS","F","Z",NA,NA,NA,NA,NA,NA,51,118,"4886",NA,"0",NA
"189",1978-07-07,7,8,1978,"control",4,73,"DS","M","Z",NA,NA,NA,NA,NA,NA,51,91,"1401",NA,"0",NA
"190",1978-08-04,8,4,1978,"control",17,13,"PE","M","Z",NA,NA,NA,NA,NA,NA,20,19,"1506",NA,"0",NA
"191",1978-08-04,8,4,1978,"control",17,14,"PE","F","Z",NA,NA,NA,NA,NA,NA,19,14,"1502",NA,"0",NA
"192",1978-08-04,8,4,1978,"control",17,15,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,37,"1445",NA,"0",NA
"193",1978-08-04,8,4,1978,"exclosure",21,16,"OT",NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"1512",NA,"0",NA
"194",1978-08-04,8,4,1978,"control",17,24,"DS","F","Z",NA,NA,NA,NA,NA,NA,48,123,"4880",NA,"0",NA
"195",1978-08-04,8,4,1978,"control",11,27,"DM","F",NA,"J",NA,NA,NA,NA,NA,30,17,"1468",NA,"0",NA
"196",1978-08-04,8,4,1978,"control",17,27,"DM","M",NA,NA,"S",NA,NA,NA,NA,38,50,"1450",NA,"0",NA
"197",1978-08-04,8,4,1978,"control",11,31,"DS","M",NA,NA,"S",NA,NA,NA,NA,53,126,"4388",NA,"0",NA
"198",1978-08-04,8,4,1978,"control",17,34,"DM","F","Z",NA,NA,NA,NA,NA,NA,33,44,"4881",NA,"1501",NA
"199",1978-08-04,8,4,1978,"exclosure",21,36,"PF","M",NA,NA,"S",NA,NA,NA,NA,15,8,"7010",NA,"0",NA
"200",1978-08-04,8,4,1978,"control",17,47,"DO","M",NA,NA,"S",NA,NA,NA,NA,35,38,"-1",NA,"0",NA
"201",1978-08-04,8,4,1978,"control",17,51,"DS","M","Z",NA,NA,NA,NA,NA,NA,51,138,"4645",NA,"0",NA
