"","censusdate","month","day","year","treatment","plot","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","ltag","note3"
"3268",1986-07-03,7,4,1986,"control",11,46,"DM","F",NA,"J",NA,NA,NA,NA,NA,33,24,"6561",NA,"0",NA
"3269",1986-07-03,7,4,1986,"exclosure",3,54,"PP","F",NA,NA,NA,NA,NA,"B",NA,21,16,"4",NA,"0",NA
"3270",1986-07-03,7,4,1986,"control",4,55,"OL","F",NA,NA,NA,NA,NA,"E",NA,17,35,"6322",NA,"0",NA
"3271",1986-07-03,7,4,1986,"control",4,56,"DS","F","Z",NA,NA,NA,NA,NA,NA,47,129,"6363",NA,"0",NA
"3272",1986-07-03,7,4,1986,"control",4,62,"DM","M",NA,NA,"S",NA,NA,NA,NA,34,43,"6657",NA,"0",NA
"3273",1986-07-03,7,4,1986,"control",11,63,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,30,"6437",NA,"0",NA
"3274",1986-07-03,7,4,1986,"exclosure",3,65,"OT","M",NA,NA,"S",NA,NA,NA,NA,20,30,"6695",NA,"0",NA
"3275",1986-07-03,7,4,1986,"control",11,65,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,35,"6562",NA,"0",NA
"3276",1986-07-03,7,4,1986,"exclosure",3,67,"PP","F",NA,NA,NA,NA,NA,"E",NA,22,20,"8111",NA,"0",NA
"3277",1986-07-03,7,4,1986,"exclosure",3,71,"PP","F",NA,NA,NA,NA,NA,"E",NA,22,16,"1",NA,"0",NA
"3278",1986-07-03,7,4,1986,"exclosure",15,73,"DM","F",NA,"J",NA,NA,NA,NA,NA,35,29,"6563",NA,"0",NA
"3279",1986-08-09,8,9,1986,"control",17,13,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,41,"6500",NA,"0",NA
"3280",1986-08-09,8,9,1986,"control",14,15,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,50,"6668",NA,"0",NA
"3281",1986-08-09,8,9,1986,"control",14,23,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,41,"6375",NA,"0",NA
"3282",1986-08-09,8,9,1986,"control",14,32,NA,"F",NA,"J",NA,NA,NA,NA,NA,31,101,"6480",NA,"0",NA
"3283",1986-08-09,8,9,1986,"control",14,42,"DM","M",NA,NA,"R",NA,NA,NA,NA,NA,49,"5703",NA,"0",NA
"3284",1986-08-09,8,9,1986,"control",14,56,NA,"F",NA,NA,NA,NA,NA,"E",NA,34,184,"6376",NA,"0",NA
"3285",1986-08-09,8,9,1986,"control",14,61,"DM","F","Z",NA,NA,NA,NA,NA,NA,37,47,"6626",NA,"0",NA
"3286",1986-08-09,8,9,1986,"control",14,63,"OL","M","Z",NA,NA,NA,NA,NA,NA,20,30,"6401",NA,"0",NA
"3287",1986-08-09,8,9,1986,"control",17,65,"DO","F",NA,NA,NA,NA,NA,"E",NA,36,60,"6649",NA,"0",NA
"3288",1986-08-09,8,9,1986,"control",14,66,"DM","F",NA,NA,NA,NA,NA,"B",NA,34,51,"6752",NA,"0",NA
"3289",1986-08-09,8,9,1986,"control",17,67,NA,"M",NA,"J",NA,NA,NA,NA,NA,30,116,"6402",NA,"0",NA
"3290",1986-08-09,8,10,1986,"exclosure",3,13,"PP","F","Z",NA,NA,NA,NA,NA,NA,23,NA,"8111",NA,"0",NA
"3291",1986-08-09,8,10,1986,"control",11,21,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,34,"6560",NA,"0",NA
"3292",1986-08-09,8,10,1986,"control",4,26,"DS","M","Z",NA,NA,NA,NA,NA,NA,49,94,"6470",NA,"6468",NA
"3293",1986-08-09,8,10,1986,"exclosure",3,27,"PP","F","Z",NA,NA,NA,NA,NA,NA,23,18,"4",NA,"0",NA
"3294",1986-08-09,8,10,1986,"control",4,27,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,NA,"6660",NA,"0",NA
"3295",1986-08-09,8,10,1986,"control",4,32,"OL","M",NA,NA,"R",NA,NA,NA,NA,22,28,"6467",NA,"0",NA
"3296",1986-08-09,8,10,1986,"exclosure",3,37,"PP","F",NA,NA,NA,NA,NA,"B",NA,23,18,"1",NA,"0",NA
"3297",1986-08-09,8,10,1986,"control",4,46,"DS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"3298",1986-08-09,8,10,1986,"control",11,56,"DM","F",NA,NA,NA,NA,NA,"B",NA,36,40,"6562",NA,"0",NA
"3299",1986-08-09,8,10,1986,"control",11,57,"DM","F",NA,NA,NA,NA,NA,"E",NA,33,49,"5789",NA,"6680",NA
"3300",1986-08-09,8,10,1986,"control",11,72,"DM","F",NA,NA,NA,NA,NA,"R",NA,36,46,"6126",NA,"0",NA
"3301",1986-08-09,8,10,1986,"control",4,75,"DM","M",NA,NA,"S",NA,NA,NA,NA,NA,44,"6657",NA,"0",NA
"3302",1986-09-06,9,6,1986,"control",14,11,"OL","M",NA,NA,"S",NA,NA,NA,NA,22,27,"6401",NA,"0",NA
"3303",1986-09-06,9,6,1986,"control",14,16,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,49,"6668",NA,"0",NA
"3304",1986-09-06,9,6,1986,"control",17,16,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,44,"6500",NA,"0",NA
"3305",1986-09-06,9,6,1986,"removal",16,21,"OT","M",NA,NA,"S",NA,NA,NA,NA,20,21,"6442",NA,"0",NA
"3306",1986-09-06,9,6,1986,"exclosure",21,25,"PF","F","Z",NA,NA,NA,NA,NA,NA,15,9,"8031",NA,"0",NA
"3307",1986-09-06,9,6,1986,"control",14,31,"DM","F",NA,NA,NA,NA,NA,"E",NA,35,46,"6375",NA,"0",NA
"3308",1986-09-06,9,6,1986,"control",14,35,"DM","F",NA,NA,NA,"S",NA,NA,NA,34,40,"6752",NA,"0",NA
"3309",1986-09-06,9,6,1986,"control",14,41,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,53,"5703",NA,"0",NA
"3310",1986-09-06,9,6,1986,"control",17,45,"DO","F",NA,NA,NA,NA,NA,"B",NA,36,52,"6649",NA,"0",NA
"3311",1986-09-06,9,6,1986,"control",14,71,"DM","M",NA,"J",NA,NA,NA,NA,NA,34,20,"6430",NA,"0",NA
"3312",1986-09-06,9,6,1986,"control",17,77,NA,"M","Z",NA,NA,NA,NA,NA,NA,32,131,"6402",NA,"0",NA
"3313",1986-09-06,9,7,1986,"exclosure",3,12,"OL","M","Z",NA,NA,NA,NA,NA,NA,21,30,"6467",NA,"0",NA
"3314",1986-09-06,9,7,1986,"control",11,12,"DS","M",NA,NA,"S",NA,NA,NA,NA,50,137,"6665",NA,"6666",NA
"3315",1986-09-06,9,7,1986,"control",4,14,"DO","M",NA,NA,"S",NA,NA,NA,NA,32,50,"6514",NA,"6513",NA
"3316",1986-09-06,9,7,1986,"exclosure",3,21,NA,"F",NA,NA,NA,NA,NA,"E",NA,30,172,"6215",NA,"0",NA
"3317",1986-09-06,9,7,1986,"exclosure",3,23,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,21,"8111",NA,"0",NA
"3318",1986-09-06,9,7,1986,"exclosure",15,23,"OT","M",NA,NA,"S",NA,NA,NA,NA,22,22,"6442",NA,"0",NA
"3319",1986-09-06,9,7,1986,"control",11,25,"DM","F",NA,NA,NA,NA,NA,"E",NA,35,45,"6163",NA,"6852",NA
"3320",1986-09-06,9,7,1986,"control",11,32,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,39,"6560",NA,"0",NA
"3321",1986-09-06,9,7,1986,"exclosure",3,33,"OL","F","Z",NA,NA,NA,NA,NA,NA,20,26,"6851",NA,"0",NA
"3322",1986-09-06,9,7,1986,"control",4,44,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,49,"6660",NA,"0",NA
"3323",1986-09-06,9,7,1986,"exclosure",3,45,"PP","F","Z",NA,NA,NA,NA,NA,NA,23,17,"4",NA,"0",NA
"3324",1986-09-06,9,7,1986,"control",4,46,"DS","F","Z",NA,NA,NA,NA,NA,NA,48,118,"6363",NA,"0",NA
"3325",1986-09-06,9,7,1986,"control",11,63,"DM","F",NA,NA,NA,NA,NA,"R",NA,36,43,"6126",NA,"0",NA
"3326",1986-09-06,9,7,1986,"exclosure",3,73,"PP","F",NA,NA,NA,NA,NA,"E",NA,22,17,"1",NA,"0",NA
"3327",1986-09-06,9,7,1986,"control",11,74,"DM","F",NA,"J",NA,NA,NA,NA,NA,33,20,"6853",NA,"0",NA
"3328",1986-09-06,9,7,1986,"control",4,75,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,47,"6657",NA,"0",NA
"3329",1986-09-06,9,7,1986,"control",11,76,"DM","F",NA,NA,NA,NA,NA,"B",NA,36,42,"6562",NA,"0",NA
"3330",1986-10-04,10,4,1986,"removal",23,14,"PM","M",NA,NA,"S",NA,NA,NA,NA,19,21,"6442",NA,"0",NA
"3331",1986-10-04,10,4,1986,"control",14,25,"OL","M",NA,NA,"R",NA,NA,NA,NA,22,35,"6401",NA,"0",NA
"3332",1986-10-04,10,4,1986,"exclosure",21,25,"SH","M","Z",NA,NA,NA,NA,NA,NA,28,55,"6861",NA,"0",NA
"3333",1986-10-04,10,4,1986,"control",14,27,"DM","F",NA,NA,NA,NA,NA,"E",NA,35,48,"6752",NA,"0",NA
"3334",1986-10-04,10,4,1986,"control",14,32,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,45,"6852",NA,"0",NA
"3335",1986-10-04,10,4,1986,"exclosure",19,35,"PM","F",NA,NA,NA,NA,NA,"E",NA,20,25,"6518",NA,"0",NA
"3336",1986-10-04,10,4,1986,"control",17,36,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,46,"6500",NA,"0",NA
"3337",1986-10-04,10,4,1986,"control",17,41,"DO","F",NA,NA,NA,NA,NA,"B",NA,36,63,"6649",NA,"0",NA
"3338",1986-10-04,10,4,1986,"control",14,51,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,54,"5703",NA,"0",NA
"3339",1986-10-04,10,4,1986,"control",17,66,NA,"M","Z",NA,NA,NA,NA,NA,NA,30,142,"6402",NA,"0",NA
"3340",1986-10-04,10,4,1986,"control",17,75,"DO","M",NA,NA,"S",NA,NA,NA,NA,34,NA,"6162",NA,"6445",NA
"3341",1986-10-04,10,5,1986,"control",11,13,"DS","F","Z",NA,NA,NA,NA,NA,NA,46,102,"6893",NA,"6892",NA
"3342",1986-10-04,10,5,1986,"control",11,17,"DO","M",NA,NA,"S",NA,NA,NA,NA,36,51,"6891",NA,"0",NA
"3343",1986-10-04,10,5,1986,"control",11,22,"OL","M",NA,"J",NA,NA,NA,NA,NA,19,14,"6416",NA,"0",NA
"3344",1986-10-04,10,5,1986,"control",11,27,NA,"F",NA,"J",NA,NA,NA,NA,NA,31,94,"6889",NA,"0",NA
"3345",1986-10-04,10,5,1986,"control",4,34,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,49,"6660",NA,"0",NA
"3346",1986-10-04,10,5,1986,"control",11,41,"DM","F","Z",NA,NA,NA,NA,NA,NA,37,41,"6126",NA,"0",NA
"3347",1986-10-04,10,5,1986,"control",4,46,"DS","F","Z",NA,NA,NA,NA,NA,NA,50,124,"6363",NA,"0",NA
"3348",1986-10-04,10,5,1986,"control",11,46,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,42,"6163",NA,"6852",NA
"3349",1986-10-04,10,5,1986,"control",11,47,"PE","F","Z",NA,NA,NA,NA,NA,NA,20,22,"6525",NA,"0",NA
"3350",1986-10-04,10,5,1986,"exclosure",3,64,"OL","F","Z",NA,NA,NA,NA,NA,NA,20,24,"6899",NA,"0",NA
"3351",1986-10-04,10,5,1986,"control",4,75,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,45,"5667",NA,"0",NA
"3352",1986-10-04,10,5,1986,"exclosure",3,77,"OL","M",NA,NA,"R",NA,NA,NA,NA,21,32,"6497",NA,"0",NA
"3353",1986-10-04,10,5,1986,"control",11,77,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,43,"6562",NA,"0",NA
"3354",1986-11-15,11,15,1986,"control",14,14,"DM","M","Z",NA,NA,NA,NA,NA,NA,34,49,"6668",NA,"0",NA
"3355",1986-11-15,11,15,1986,"control",17,14,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,48,"6500",NA,"0",NA
"3356",1986-11-15,11,15,1986,"exclosure",21,15,"PM","F",NA,NA,NA,NA,NA,"E",NA,19,27,"6518",NA,"0",NA
"3357",1986-11-15,11,15,1986,"control",14,22,"OL","M",NA,"J",NA,NA,NA,NA,NA,19,26,"6866",NA,"0",NA
"3358",1986-11-15,11,15,1986,"exclosure",21,24,"RM","M",NA,NA,"R",NA,NA,NA,NA,17,11,"6801",NA,"0",NA
"3359",1986-11-15,11,15,1986,"control",14,26,"OL","F",NA,NA,NA,NA,NA,"E",NA,19,36,"6865",NA,"0",NA
"3360",1986-11-15,11,15,1986,"control",14,41,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,51,"0",NA,"6703",NA
"3361",1986-11-15,11,15,1986,"control",17,41,"DM","F",NA,NA,NA,"P",NA,"B",NA,36,49,"6872",NA,"6870",NA
"3362",1986-11-15,11,15,1986,"control",14,46,"DM","M",NA,NA,"R",NA,NA,NA,NA,37,52,"5992",NA,"0",NA
"3363",1986-11-15,11,15,1986,"control",17,52,"DO","M",NA,"J",NA,NA,NA,NA,NA,29,18,"6887",NA,"0",NA
"3364",1986-11-15,11,15,1986,"control",14,53,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,43,"6854",NA,"0",NA
"3365",1986-11-15,11,15,1986,"removal",23,61,"OT","F",NA,"J",NA,NA,NA,NA,NA,19,10,"6802",NA,"0",NA
"3366",1986-11-15,11,15,1986,"control",14,65,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,44,"0",NA,"6868",NA
"3367",1986-11-15,11,15,1986,"control",17,65,"DO","F",NA,NA,NA,NA,"P","E",NA,35,69,"6649",NA,"0",NA
"3368",1986-11-15,11,15,1986,"removal",16,71,"PM","M","Z",NA,NA,NA,NA,NA,NA,20,24,"6442",NA,"0",NA
"3369",1986-11-15,11,16,1986,"control",4,22,"OL","M","Z",NA,NA,NA,NA,NA,NA,21,34,"6467",NA,"0",NA
"3370",1986-11-15,11,16,1986,"control",11,24,"DS","F","Z",NA,NA,NA,NA,NA,NA,50,117,"6893",NA,"0",NA
"3371",1986-11-15,11,16,1986,"control",4,26,"DS","F","Z",NA,NA,NA,NA,NA,NA,51,141,"6363",NA,"0",NA
"3372",1986-11-15,11,16,1986,"control",4,27,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,48,"6660",NA,"0",NA
"3373",1986-11-15,11,16,1986,"control",4,32,"OL","F","Z",NA,NA,NA,NA,NA,NA,21,32,"6899",NA,"0",NA
"3374",1986-11-15,11,16,1986,"exclosure",3,33,"PM","F","Z",NA,NA,NA,NA,NA,NA,20,18,"6818",NA,"0",NA
"3375",1986-11-15,11,16,1986,"exclosure",3,41,"PM","M","Z",NA,NA,NA,NA,NA,NA,20,21,"6817",NA,"0",NA
"3376",1986-11-15,11,16,1986,"control",11,43,"DM","F","Z",NA,NA,NA,NA,NA,NA,38,47,"6126",NA,"0",NA
"3377",1986-11-15,11,16,1986,"control",11,44,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,11,"6031",NA,"0",NA
"3378",1986-11-15,11,16,1986,"control",11,46,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,37,"6819",NA,"0",NA
"3379",1986-11-15,11,16,1986,"control",11,57,"RM","F",NA,NA,NA,NA,"P",NA,NA,17,14,"6821",NA,"0",NA
"3380",1986-11-15,11,16,1986,"control",11,61,"OL","F","Z",NA,NA,NA,NA,NA,NA,20,28,"6425",NA,"0",NA
"3381",1986-11-15,11,16,1986,"removal",10,65,"RM","F","Z",NA,NA,NA,NA,NA,NA,16,9,"6832",NA,"0",NA
"3382",1986-11-15,11,16,1986,"control",11,74,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,40,"6562",NA,"0",NA
"3383",1986-11-15,11,16,1986,"control",11,75,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,25,"6427",NA,"0",NA
"3384",1986-11-15,11,16,1986,"control",4,77,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,47,"6567",NA,"0",NA
"3385",1986-12-14,12,14,1986,"control",17,15,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,48,"6500",NA,"0",NA
"3386",1986-12-14,12,14,1986,"control",14,16,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,42,"0",NA,"6868",NA
"3387",1986-12-14,12,14,1986,"exclosure",21,17,"RM","F",NA,NA,NA,NA,"P",NA,NA,NA,NA,"0",NA,"0",NA
"3388",1986-12-14,12,14,1986,"exclosure",21,21,"RM","M","Z",NA,NA,NA,NA,NA,NA,17,12,"6801",NA,"0",NA
"3389",1986-12-14,12,14,1986,"control",14,22,"OL","M","Z",NA,NA,NA,NA,NA,NA,22,35,"6401",NA,"0",NA
"3390",1986-12-14,12,14,1986,"control",14,25,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,52,"6668",NA,"0",NA
"3391",1986-12-14,12,14,1986,"control",17,31,"DO","M",NA,"J",NA,NA,NA,NA,NA,31,30,"6887",NA,"0",NA
"3392",1986-12-14,12,14,1986,"exclosure",21,34,"PM","M",NA,NA,"R",NA,NA,NA,NA,21,25,"6442",NA,"0",NA
"3393",1986-12-14,12,14,1986,"control",14,35,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,43,"6854",NA,"0",NA
"3394",1986-12-14,12,14,1986,"exclosure",19,46,"PM","F",NA,NA,NA,NA,"P",NA,NA,19,24,"6886",NA,"0",NA
"3395",1986-12-14,12,14,1986,"control",14,51,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,51,"0",NA,"5703",NA
"3396",1986-12-14,12,14,1986,"control",17,51,"DO","F",NA,NA,NA,"S",NA,NA,NA,34,51,"6649",NA,"0",NA
"3397",1986-12-14,12,14,1986,"control",14,55,NA,"M","Z",NA,NA,NA,NA,NA,NA,33,204,"6376",NA,"0",NA
"3398",1986-12-14,12,14,1986,"removal",23,63,"RM","F","Z",NA,NA,NA,NA,NA,NA,16,12,"6843",NA,"0",NA
"3399",1986-12-14,12,14,1986,"control",17,65,"OL","M",NA,NA,"R",NA,NA,NA,NA,20,42,"6834",NA,"0",NA
"3400",1986-12-14,12,14,1986,"control",17,67,"DO","F",NA,"J",NA,NA,NA,NA,NA,35,30,"6833",NA,"0",NA
"3401",1986-12-14,12,14,1986,"control",17,73,"PM","M","Z",NA,NA,NA,NA,NA,NA,20,22,"6835",NA,"0",NA
"3402",1986-12-14,12,15,1986,"exclosure",3,11,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,9,"6845",NA,"0",NA
"3403",1986-12-14,12,15,1986,"control",11,12,"DM","M",NA,"J",NA,NA,NA,NA,NA,34,27,"6850",NA,"0",NA
"3404",1986-12-14,12,15,1986,"exclosure",3,12,NA,"F",NA,NA,NA,NA,NA,"E",NA,29,177,"6215",NA,"0",NA
"3405",1986-12-14,12,15,1986,"exclosure",3,13,"PM","F",NA,NA,NA,NA,NA,NA,NA,NA,25,"6816",NA,"0",NA
"3406",1986-12-14,12,15,1986,"control",11,24,"DS","F","Z",NA,NA,NA,NA,NA,NA,48,135,"6893",NA,"0",NA
"3407",1986-12-14,12,15,1986,"control",4,26,"DS","F",NA,NA,NA,NA,NA,"E",NA,49,138,"6363",NA,"0",NA
"3408",1986-12-14,12,15,1986,"control",4,27,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,51,"6660",NA,"0",NA
"3409",1986-12-14,12,15,1986,"control",4,43,"RM","M","Z",NA,NA,NA,NA,NA,NA,15,9,"6846",NA,"0",NA
"3410",1986-12-14,12,15,1986,"control",11,44,"RM","F",NA,NA,NA,NA,"P",NA,NA,14,14,"6821",NA,"0",NA
"3411",1986-12-14,12,15,1986,"control",11,46,"DM","M",NA,NA,"S",NA,NA,NA,NA,34,40,"6819",NA,"0",NA
"3412",1986-12-14,12,15,1986,"exclosure",15,56,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,10,"6956",NA,"0",NA
"3413",1986-12-14,12,15,1986,"control",11,67,"DM","F",NA,"J",NA,NA,NA,NA,NA,36,28,"6951",NA,"0",NA
"3414",1986-12-14,12,15,1986,"exclosure",15,67,"PM","M",NA,NA,"R",NA,NA,NA,NA,19,22,"6835",NA,"0",NA
"3415",1986-12-14,12,15,1986,"exclosure",3,73,"PM","F",NA,NA,NA,NA,NA,"E",NA,20,23,"6815",NA,"0",NA
"3416",1986-12-14,12,15,1986,"control",11,75,"DM","F",NA,NA,NA,NA,NA,"E",NA,35,44,"6562",NA,"0",NA
"3417",1986-12-14,12,15,1986,"exclosure",3,77,"RM","M",NA,NA,"S",NA,NA,NA,NA,15,12,"6013",NA,"0",NA
"3418",1986-12-14,12,15,1986,"control",4,77,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,47,"6657",NA,"0",NA
"3419",1987-01-31,1,31,1987,"removal",16,11,"RM","F",NA,NA,NA,NA,NA,"E",NA,15,11,"6973",NA,"0",NA
"3420",1987-01-31,1,31,1987,"exclosure",21,12,"PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"0",NA
"3421",1987-01-31,1,31,1987,"control",14,13,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,49,"6668",NA,"0",NA
"3422",1987-01-31,1,31,1987,"control",14,15,"DM","F",NA,NA,NA,"S",NA,NA,NA,34,41,"6166",NA,"6868",NA
"3423",1987-01-31,1,31,1987,"removal",16,15,"RM","F",NA,"J",NA,NA,NA,NA,NA,15,7,"6972",NA,"0",NA
"3424",1987-01-31,1,31,1987,"control",14,16,"OL","M",NA,NA,"S",NA,NA,NA,NA,20,32,"6866",NA,"0",NA
"3425",1987-01-31,1,31,1987,"exclosure",21,25,"RM","F",NA,NA,NA,"S",NA,"E",NA,17,14,"8704",NA,"0",NA
"3426",1987-01-31,1,31,1987,"control",17,33,"RM","F",NA,NA,NA,NA,"P","E",NA,16,15,"6821",NA,"0",NA
"3427",1987-01-31,1,31,1987,"control",17,36,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,9,"8142",NA,"0",NA
"3428",1987-01-31,1,31,1987,"exclosure",21,37,"PM","M",NA,NA,"S",NA,NA,NA,NA,19,26,"6835",NA,"0",NA
"3429",1987-01-31,1,31,1987,"control",14,41,NA,"F",NA,"J",NA,NA,NA,NA,NA,29,80,"6961",NA,"0",NA
"3430",1987-01-31,1,31,1987,"exclosure",19,43,"PM","F","Z",NA,NA,NA,NA,NA,NA,19,25,"6886",NA,"0",NA
"3431",1987-01-31,1,31,1987,"control",14,51,"OL","M",NA,NA,"R",NA,NA,NA,NA,19,39,"6401",NA,"0",NA
"3432",1987-01-31,1,31,1987,"exclosure",19,53,"RM","F",NA,"J",NA,NA,NA,NA,NA,16,6,"7131",NA,"0",NA
"3433",1987-01-31,1,31,1987,"control",14,54,NA,"F",NA,NA,NA,NA,NA,"E",NA,31,184,"6376",NA,"0",NA
"3434",1987-01-31,1,31,1987,"control",14,55,NA,"F",NA,"J",NA,NA,NA,NA,NA,29,75,"6960",NA,"0",NA
"3435",1987-01-31,1,31,1987,"control",17,57,"RM","M","Z",NA,NA,NA,NA,NA,NA,16,11,"142",NA,"0",NA
"3436",1987-01-31,1,31,1987,"control",14,61,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,51,"5703",NA,"5703",NA
"3437",1987-01-31,1,31,1987,"exclosure",19,62,"RM","M","Z",NA,NA,NA,NA,NA,NA,15,12,"131",NA,"0",NA
"3438",1987-01-31,1,31,1987,"removal",16,63,"DO","F",NA,NA,NA,NA,NA,"E",NA,33,43,"6974",NA,"0",NA
"3439",1987-01-31,1,31,1987,"exclosure",19,63,"PM","M","Z",NA,NA,NA,NA,NA,NA,18,18,"6962",NA,"0",NA
"3440",1987-01-31,1,31,1987,"removal",16,64,"DO","M",NA,NA,"S",NA,NA,NA,NA,33,56,"6840",NA,"0",NA
"3441",1987-01-31,1,31,1987,"control",17,67,"DO","F","Z",NA,NA,NA,NA,NA,NA,33,58,"6649",NA,"0",NA
"3442",1987-01-31,1,31,1987,"removal",23,67,"PM","M","Z",NA,NA,NA,NA,NA,NA,22,28,"6970",NA,"0",NA
"3443",1987-01-31,1,31,1987,"control",14,71,"RM","M","Z",NA,NA,NA,NA,NA,NA,15,12,"6003",NA,"0",NA
"3444",1987-01-31,1,31,1987,"control",17,72,NA,"M",NA,NA,"R",NA,NA,NA,NA,32,202,"5836",NA,"0",NA
"3445",1987-01-31,1,31,1987,"exclosure",19,75,"RM","F",NA,NA,NA,"S",NA,"E",NA,16,12,"8131",NA,"0",NA
"3446",1987-01-31,1,31,1987,"removal",23,75,"RM","M",NA,NA,"S",NA,NA,NA,NA,14,10,"6971",NA,"0",NA
"3447",1987-01-31,2,1,1987,"control",4,11,"DM","M",NA,NA,"S",NA,NA,NA,NA,34,51,"6978",NA,"0",NA
"3448",1987-01-31,2,1,1987,"control",4,13,"DM","M",NA,NA,"S",NA,NA,NA,NA,34,50,"6660",NA,"0",NA
"3449",1987-01-31,2,1,1987,"control",4,16,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,43,"6219",NA,"0",NA
"3450",1987-01-31,2,1,1987,"exclosure",3,17,"PM","F",NA,"J",NA,NA,NA,NA,NA,19,10,"6903",NA,"0",NA
"3451",1987-01-31,2,1,1987,"control",11,17,"PE","F",NA,NA,NA,"S",NA,"E",NA,21,24,"6525",NA,"0",NA
"3452",1987-01-31,2,1,1987,"exclosure",3,35,"RM","F","Z",NA,NA,NA,NA,NA,NA,15,9,"6973",NA,"0",NA
"3453",1987-01-31,2,1,1987,"removal",10,35,"RM","M","Z",NA,NA,NA,NA,NA,NA,15,10,"6987",NA,"0",NA
"3454",1987-01-31,2,1,1987,"control",4,36,"DS","M","Z",NA,NA,NA,NA,NA,NA,48,87,"6907",NA,"0",NA
"3455",1987-01-31,2,1,1987,"exclosure",3,37,"PM","F",NA,NA,NA,NA,"P","E",NA,20,29,"6815",NA,"0",NA
"3456",1987-01-31,2,1,1987,"control",11,41,"DS","F",NA,NA,NA,NA,NA,"B",NA,50,117,"6893",NA,"0",NA
"3457",1987-01-31,2,1,1987,"control",11,42,"DM","F",NA,NA,NA,"S",NA,NA,NA,36,46,"6126",NA,"0",NA
"3458",1987-01-31,2,1,1987,"control",11,45,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,46,"6819",NA,"0",NA
"3459",1987-01-31,2,1,1987,"control",4,47,"DS","F",NA,NA,NA,NA,NA,"E",NA,47,NA,"6363",NA,"0",NA
"3460",1987-01-31,2,1,1987,"control",11,53,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,47,"6853",NA,"0",NA
"3461",1987-01-31,2,1,1987,"control",11,64,"DM","M",NA,NA,"R",NA,NA,NA,NA,37,48,"6002",NA,"0",NA
"3462",1987-01-31,2,1,1987,"exclosure",15,64,"RM","F",NA,NA,NA,NA,NA,"E",NA,18,13,"7000",NA,"0",NA
"3463",1987-01-31,2,1,1987,"control",11,67,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,48,"5956",NA,"0",NA
"3464",1987-01-31,2,1,1987,"control",11,72,"DM","F",NA,NA,NA,"B",NA,NA,NA,36,45,"6562",NA,"0",NA
"3465",1987-01-31,2,1,1987,"exclosure",3,75,"PM","M",NA,NA,"S",NA,NA,NA,NA,20,24,"6810",NA,"0",NA
"3466",1987-01-31,2,1,1987,"control",4,75,"DO","F",NA,"J",NA,NA,NA,NA,NA,34,39,"6908",NA,"0",NA
